doc_id,sentence,mtp_words,mtp_type
9231225,"Onsdag aften snuppede Viborg HK en sikker sejr hjemme over Nykøbing Falster i et opgør, der stort set var en direkte duel om en semifinaleplads.",snuppede,single_word
9231225,"- Det er en kæmpe skuffelse for os, at vi ikke kommer i semifinalerne.",kæmpe,single_word
9231225,"- Vi har gjort det godt, og det var ikke i dag, at vi smed semifinalen.",smed,single_word
9231225,"Vi har spillet noget syv mod seks-spil, der har rykket os tættere på top-4.",tættere,single_word
9231225,"Vi har spillet noget syv mod seks-spil, der har rykket os tættere på top-4.",top,single_word
9231225,"I Viborg var falstringerne mødt op med stort gåpåmod, og i begyndelsen af opgøret så der ud til at være mest bid i gæsternes spil.",stort,single_word
9231225,"I Viborg var falstringerne mødt op med stort gåpåmod, og i begyndelsen af opgøret så der ud til at være mest bid i gæsternes spil.",bid,single_word
9231225,"Holdet var tvunget til at vinde i Viborg, og det kunne ses på indstillingen, om end det langtfra rakte til point.",rakte,single_word
9231225,"Holdet var tvunget til at vinde i Viborg, og det kunne ses på indstillingen, om end det langtfra rakte til point.",langtfra,single_word
9231225,"Midtvejs i halvlegen fik Viborg dog en lille overhånd på måltavlen ved at straffe udeholdets fejl hårdt, og den tendens fortsatte halvlegen ud.",hårdt,single_word
9231225,"Midtvejs i halvlegen fik Viborg dog en lille overhånd på måltavlen ved at straffe udeholdets fejl hårdt, og den tendens fortsatte halvlegen ud.",lille,single_word
9231225,"Det lykkedes nemlig aldrig for alvor at komme i gang med at barbere Viborgs forspring ned, og derfor mistede kampen en smule nerve i slutfasen.",barbere,single_word
9231225,"Det lykkedes nemlig aldrig for alvor at komme i gang med at barbere Viborgs forspring ned, og derfor mistede kampen en smule nerve i slutfasen.",nerve,single_word
9231225,I toppen af samme slutspilsgruppe understregede Odense Håndbold sin suverænitet ved at vinde 30-24 hjemme over København Håndbold.,toppen,single_word
9231225,I toppen af samme slutspilsgruppe understregede Odense Håndbold sin suverænitet ved at vinde 30-24 hjemme over København Håndbold.,understregede,single_word
9231225,Fynboerne står noteret for lutter sejre i slutspillet og har vundet gruppen.,står,single_word
9231225,"Derfor står der intet på spil, når Odense og Viborg mødes i gruppens sidste spillerunde.",står,single_word
9422718,Watts dom: 'Igen genialt',genialt,single_word
9422718,"Jason Watt fælder dom over Italiens Grand Prix, hvor Max Verstappen var suveræn, og Kevin Magnussen ikke var i nærheden af pointene - se Watts karakterer herunder",nærheden af,MultiWordExpression
9422718,"Jason Watt fælder dom over Italiens Grand Prix, hvor Max Verstappen var suveræn, og Kevin Magnussen ikke var i nærheden af pointene - se Watts karakterer herunder",i nærheden,MultiWordExpression
9422718,"Løbets detalje, Kevin Magnussen og Haas samt de bedste og værste fra Italiens Grand Prix.",Løbets,single_word
9422718,Læs Jason Watts analyse og vurdering af løbet.,løbet,single_word
9422718,Hans soft-dæk havde faktisk ikke super mange omgange på bagen.,havde på,MultiWordExpression
9422718,Hans soft-dæk havde faktisk ikke super mange omgange på bagen.,på bagen,MultiWordExpression
9422718,"Løbets detalje Var klart, at man ikke fik ryddet Ricciardos bil hurtigt nok afvejen til at få kørt et par omganges race inden det ternede flag.",Løbets,single_word
9422718,"Løbets detalje Var klart, at man ikke fik ryddet Ricciardos bil hurtigt nok afvejen til at få kørt et par omganges race inden det ternede flag.",klart,single_word
9422718,"Eller at man ikke stopper løbet med rødt flag, indtil der er klar bane.",løbet,single_word
9422718,Formel 1 2022 - top (Italien) Formel 1 2022 - bund (Italien) Formel 1 2022 - Jasons karakterer - Haas og Kevin (Italien),bund,single_word
9422718,Formel 1 2022 - top (Italien) Formel 1 2022 - bund (Italien) Formel 1 2022 - Jasons karakterer - Haas og Kevin (Italien),top,single_word
9362377,"787 i det polske register over invasive arter har vakt røre Det Polske Akademi for Videnskab, der er drevet af den polske stat, har nemlig klassificeret den almindelige tamkat ( Felis catus ) som en fremmed, invasiv art.",vakt,single_word
9362377,"787 i det polske register over invasive arter har vakt røre Det Polske Akademi for Videnskab, der er drevet af den polske stat, har nemlig klassificeret den almindelige tamkat ( Felis catus ) som en fremmed, invasiv art.",drevet,single_word
9362377,Retfærdiggørelsen ligger i kattens effekt på naturen omkring dem - især på fugle.,ligger,single_word
9362377,"Beslutningen har dog ført til heftig kritik fra katteelskere i hele landet, der mener, at den faldende biodiversitet på ingen måde alene skyldes vores pelsede, spindende kompagnoner.",ingen måde,MultiWordExpression
9362377,"Beslutningen har dog ført til heftig kritik fra katteelskere i hele landet, der mener, at den faldende biodiversitet på ingen måde alene skyldes vores pelsede, spindende kompagnoner.",på ingen,MultiWordExpression
9362377,"Beslutningen har dog ført til heftig kritik fra katteelskere i hele landet, der mener, at den faldende biodiversitet på ingen måde alene skyldes vores pelsede, spindende kompagnoner.",ført,single_word
9362377,"Beslutningen har dog ført til heftig kritik fra katteelskere i hele landet, der mener, at den faldende biodiversitet på ingen måde alene skyldes vores pelsede, spindende kompagnoner.",faldende,single_word
9362377,"dk: Forsker: 'Der er god grund til at skyde katte' Solarz mener dog stadig, at katten '100 procent lever op til' kravene for at kunne betegnes som en fremmed, invasiv art, skriver Videnskab.",lever op,MultiWordExpression
9362377,"dk: Forsker: 'Der er god grund til at skyde katte' Solarz mener dog stadig, at katten '100 procent lever op til' kravene for at kunne betegnes som en fremmed, invasiv art, skriver Videnskab.",op til,MultiWordExpression
9362377,"dk: Forsker: 'Der er god grund til at skyde katte' Solarz mener dog stadig, at katten '100 procent lever op til' kravene for at kunne betegnes som en fremmed, invasiv art, skriver Videnskab.",grund,single_word
9362377,Her bliver det en smule mere langhåret.,langhåret,single_word
9362377,"000 år siden og dermed teknisk set ikke hører hjemme i Europa Akademiet har dog meldt ud, at de på ingen måde opfordrer til mishandling eller masseaflivning af katte - klassificeringen er blot en bøn om, at man lukker sin kat lidt mindre ud under fugleungesæsonen, lyder det.",hører hjemme,MultiWordExpression
9362377,"000 år siden og dermed teknisk set ikke hører hjemme i Europa Akademiet har dog meldt ud, at de på ingen måde opfordrer til mishandling eller masseaflivning af katte - klassificeringen er blot en bøn om, at man lukker sin kat lidt mindre ud under fugleungesæsonen, lyder det.",set,single_word
9362377,"000 år siden og dermed teknisk set ikke hører hjemme i Europa Akademiet har dog meldt ud, at de på ingen måde opfordrer til mishandling eller masseaflivning af katte - klassificeringen er blot en bøn om, at man lukker sin kat lidt mindre ud under fugleungesæsonen, lyder det.",bøn,single_word
9362377,"000 år siden og dermed teknisk set ikke hører hjemme i Europa Akademiet har dog meldt ud, at de på ingen måde opfordrer til mishandling eller masseaflivning af katte - klassificeringen er blot en bøn om, at man lukker sin kat lidt mindre ud under fugleungesæsonen, lyder det.",lyder,single_word
9362377,"Nu bliver det spændende at se, om ejerne af de 6,8 millioner katte, der nu hører til klassificering nummer 1.",se,single_word
9362377,Det kan være et tegn på følelsesmæssig styrke Fremmer alkohol det kreative geni?,tegn,single_word
9362377,Det kan være et tegn på følelsesmæssig styrke Fremmer alkohol det kreative geni?,styrke,single_word
9074978,Skæbnetimen nærmer sig for tennisstjernen Novak Djokovic i Melbourne.,nærmer sig,MultiWordExpression
9074978,"Når klokken slår 24 i Danmark søndag aften, begynder en høring, der skal munde ud i afklaring for serberen: Får han lov at blive i Australien for at deltage i Australian Open, eller bliver han sendt hjem på grund af ugyldigt indrejsevisum?",munde ud,MultiWordExpression
9074978,"Når klokken slår 24 i Danmark søndag aften, begynder en høring, der skal munde ud i afklaring for serberen: Får han lov at blive i Australien for at deltage i Australian Open, eller bliver han sendt hjem på grund af ugyldigt indrejsevisum?",slår,single_word
9074978,"Når klokken slår 24 i Danmark søndag aften, begynder en høring, der skal munde ud i afklaring for serberen: Får han lov at blive i Australien for at deltage i Australian Open, eller bliver han sendt hjem på grund af ugyldigt indrejsevisum?",Får,single_word
9074978,"Djokovic rejste til Australien i den tro, at han havde fået dispensation fra at være vaccineret, som ellers er påkrævet for at rejse ind i landet.",fået,single_word
9074978,"Ifølge hans advokater havde han fået dispensation på baggrund af, at han var smittet med coronavirus i midten af december.",fået,single_word
9074978,"Ifølge hans advokater havde han fået dispensation på baggrund af, at han var smittet med coronavirus i midten af december.",baggrund,single_word
9074978,"Ifølge hans advokater havde han fået dispensation på baggrund af, at han var smittet med coronavirus i midten af december.",midten,single_word
9074978,"- Den australske regering har ikke givet Djokovic en forsikring om medicinsk dispensation, siger regeringens advokater ifølge nyhedsbureauet Reuters forud for mandagens høring.",givet,single_word
9074978,"Se det ske: Australiens premierminister Scott Morrison siger, at Djokovic bliver sat på det næste fly hjem, hvis ikke hans dokumentation er på plads, 5/1-22 Djokovics advokater argumenterer for, at han af australske myndigheder havde fået tilsagn om, at han opfyldte kravene for indrejse, men søndag lyder det fra regeringen, at en endelig verificering af hans visum først ville ske ved ankomsten.",på plads,MultiWordExpression
9074978,"Se det ske: Australiens premierminister Scott Morrison siger, at Djokovic bliver sat på det næste fly hjem, hvis ikke hans dokumentation er på plads, 5/1-22 Djokovics advokater argumenterer for, at han af australske myndigheder havde fået tilsagn om, at han opfyldte kravene for indrejse, men søndag lyder det fra regeringen, at en endelig verificering af hans visum først ville ske ved ankomsten.",fået,single_word
9074978,"Se det ske: Australiens premierminister Scott Morrison siger, at Djokovic bliver sat på det næste fly hjem, hvis ikke hans dokumentation er på plads, 5/1-22 Djokovics advokater argumenterer for, at han af australske myndigheder havde fået tilsagn om, at han opfyldte kravene for indrejse, men søndag lyder det fra regeringen, at en endelig verificering af hans visum først ville ske ved ankomsten.",lyder,single_word
9074978,"Se det ske: Australiens premierminister Scott Morrison siger, at Djokovic bliver sat på det næste fly hjem, hvis ikke hans dokumentation er på plads, 5/1-22 Djokovics advokater argumenterer for, at han af australske myndigheder havde fået tilsagn om, at han opfyldte kravene for indrejse, men søndag lyder det fra regeringen, at en endelig verificering af hans visum først ville ske ved ankomsten.",opfyldte,single_word
9074978,Regeringen anfægter desuden Djokovics krav om dispensation fra vaccination på baggrund af coronasmitte i december.,baggrund,single_word
9074978,"- Der er intet, der tyder på, at ansøgeren havde 'akut alvorlig medicinsk sygdom' i december 2021.",havde,single_word
9074978,"Alt, han har sagt, er, at han blev testet positiv for covid-19, lyder det fra regeringen.",lyder,single_word
9074978,"Det var først lørdag, at Djokovics advokater fortalte, at en positiv coronatest fra den 16.",først,single_word
9074978,december dannede grundlaget for verdensetterens dispensation.,grundlaget,single_word
9074978,december dannede grundlaget for verdensetterens dispensation.,dannede,single_word
9074978,"Uanset hvad dommeren kommer frem til efter høringen, har parterne mulighed for at appellere dommen, skriver AFP.",kommer frem,MultiWordExpression
9074978,"Uanset hvad dommeren kommer frem til efter høringen, har parterne mulighed for at appellere dommen, skriver AFP.",frem til,MultiWordExpression
9128946,Borgmester: Fint med amerikanske soldater på Bornholm,Fint,single_word
9128946,Borgmesteren på øen ser dog intet problem i det,ser,single_word
9128946,Annonceringen af Danmark og USA's planer om et nyt forsvarssamarbejde har vækket den russiske ambassadørs interesse.,vækket,single_word
9128946,"Lørdag kunne Jyllands-Posten berette, at Rusland vil holde amerikanske soldater væk fra Bornholm i forbindelse med Danmarks kommende forhandlinger om et militært samarbejde med USA.",holde,single_word
9128946,"Nato-medlemsskab vejer højere Han byder de amerikanske soldater velkommen på klippeøen, hvis forsvarsforhandlingerne skulle ende med det.",vejer højere,CHUNK
9128946,"- Det vil jeg have det fint med, siger han til Ekstra Bladet.",fint,single_word
9128946,"- Bornholm er jo med i Nato, og hvis man i Nato beslutter at holde øvelser på dansk jord, så er det et naturligt led i det at være medlem af Nato.",led,single_word
9128946,"- Bornholm er jo med i Nato, og hvis man i Nato beslutter at holde øvelser på dansk jord, så er det et naturligt led i det at være medlem af Nato.",naturligt,single_word
9128946,"- Ikke andet end rent geografisk, men jeg ser Bornholm som en del af Danmark.",rent,single_word
9128946,"- Ikke andet end rent geografisk, men jeg ser Bornholm som en del af Danmark.",ser,single_word
9128946,"Musikerne var ikke bevæbnet med våben, men med horn.",bevæbnet,single_word
9128946,"Russerne nedlagde dog forbud, for det var udenlandske soldater, der skulle spille.",nedlagde,single_word
9128946,"Ovenstående forklarer forfatter og journalist Jesper Gaardskjær, der har skrevet bogen 'Bornholm besat', der omhandler efterspillet efter befrielsen.",efterspillet,single_word
9128946,"Befolkningen i ro Borgmesterens indtryk er ikke, at den internationale konflikt skaber den store panik på Bornholm.",store,single_word
9128946,"Befolkningen i ro Borgmesterens indtryk er ikke, at den internationale konflikt skaber den store panik på Bornholm.",ro,single_word
9128946,"- Som udgangspunkt tager folk det roligt, der er nogle enkelte som er lidt bekymrede, men langt størstedelen af befolkningen tager dette med ophøjet ro.",ophøjet,single_word
9128946,"- Som udgangspunkt tager folk det roligt, der er nogle enkelte som er lidt bekymrede, men langt størstedelen af befolkningen tager dette med ophøjet ro.",langt,single_word
9128946,"- Men det er klart, at mange følger med i nyhederne, for det er ikke så langt væk, disse ting sker.",følger med,MultiWordExpression
9128946,"- Men det er klart, at mange følger med i nyhederne, for det er ikke så langt væk, disse ting sker.",klart,single_word
9201698,Mange testcentre er lukket: Vær opmærksom på testkrav i udlandet,lukket,single_word
9201698,"Mange testcentre i Danmark er nu lukket, men det kan stadig være et krav at blive testet op til udlandsrejsen",lukket,single_word
9201698,"Da kalenderen ramt april, blev antallet af testcentre rundt om i Danmark reduceret markant.",ramt,single_word
9201698,"For mange betyder det, at der er endnu længere til det nærmeste testcenter, hvilket for nogles vedkommende måske ikke betyder det store, da testkrav er så godt som forsvundet i Danmark.",store,single_word
9201698,"Men rejser du til udlandet, så bør du være opmærksom på, at der i en lang række lande fortsat er krav til at lade sig teste.",lang række,CHUNK
9201698,Opfordring fra Udenrigsministeriet Kravet om test samt øvrige coronaforanstaltninger kan ændre sig med kort varsel.,kort,single_word
9201698,"Derfor opfordrer Udenrigsministeriet danskerne til at orientere sig om de gældende restriktioner på ens rejsedestination kort tid før afrejse, skriver Politiken .",kort,single_word
9201698,"- Men eksempelvis kræver Cypern, at personer over 12 år, som ikke er revaccinerede eller tidligere smittede, ved ankomst til Cypern bliver PCR-testet i lufthavnen, og Thailand fjerner fra 1.",fjerner,single_word
9374049,"Malis regering mener, at Islamisk Stats vestafrikanske gruppering står bag et dødeligt angreb i udsat område",udsat,single_word
9374049,Det oplyser Malis regering onsdag.,oplyser,single_word
9374049,"Tidligere lød dødstallet på 17, skriver nyhedsbureauet Reuters.",lød,single_word
9374049,"Den maliske regering oplyser i en erklæring, at den har mistanke om, at Islamisk Stats vestafrikanske gruppering står bag angrebet.",oplyser,single_word
9374049,"Angrebet er det mest dødelige i landets årti lange oprør, som har spredt sig fra det nordlige Mali til den centrale del og syd samt ind i nabolandene Burkina Faso og Niger.",lange,single_word
9374049,"Derudover er 37 'terrorister' blevet neutraliseret, oplyser regeringen ifølge AFP.",oplyser,single_word
9374049,Angrebet fandt sted søndag i Tessit.,fandt sted,MultiWordExpression
9374049,Malis regering skyder skylden på Islamisk Stat i Storsahara (ISGS).,skyder,single_word
9374049,"Sidste gang, Malis væbnede styrker led så store tab, var i en række angreb i den samme region i slutningen af 2019 og begyndelsen af 2020.",række,single_word
9374049,Her blev hundredvis af soldater dræbt i en række angreb på over ti forskellige baser.,række,single_word
9404859,"Den russiske præsident, Vladimir Putin, udtrykker sine dybeste kondolencer oven på tidligere leder af Sovjetunionen Mikhail Gorbatjovs død.",dybeste,single_word
9404859,"Det oplyser en talsmand for den russiske regering til det russiske nyhedsbureau Interfax, skriver nyhedsbureauet Reuters.",oplyser,single_word
9404859,"Gorbatjov, der døde tirsdag aften efter lang tids sygdom, var den sidste leder af det, der var kendt som kommunistblokken.",lang,single_word
9404859,Han var kendt for at presse på for et mere åbent og frit Sovjetunionen.,presse på,MultiWordExpression
9404859,Han var kendt for at presse på for et mere åbent og frit Sovjetunionen.,åbent,single_word
9404859,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",i kølvandet,MultiWordExpression
9404859,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",kølvandet på,MultiWordExpression
9404859,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",mellemrum,single_word
9404859,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",jævne,single_word
9404859,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",spændingerne,single_word
9404859,"Gorbatjov om Krim: Nu er 60 år gammel Sovjetfejl rettet Han har med jævne mellemrum erklæret, at USA og Rusland bør forbedre deres forhold, efter at spændingerne de seneste år er steget – først i kølvandet på Ruslands annektering af Krimhalvøen i 2014, siden intensiveret efter Ruslands invasion af Ukraine tidligere i år.",steget,single_word
9404859,"Derfor har Gorbatjovs forhold til Putin heller ikke været gnidningsfrit, skriver Reuters.",gnidningsfrit,single_word
9404859,Også den vestlige verden reagerer på tabet.,tabet,single_word
9404859,"Ifølge Biden havde Gorbatjov både fantasien til at se, at en anden fremtid var en mulighed, og modet til at risikere hele sin karriere for at opnå det.",se,single_word
9404859,"- Resultatet var en tryggere verden og større frihed for millioner af mennesker, skriver Biden i en udtalelse på Det Hvide Hus' hjemmesiden.",større,single_word
9404859,"Den britiske premierminister, Boris Johnson, udtaler, at han altid har beundret 'det mod og den integritet', Gorbatjov ifølge Johnson udviste, da han bragte den kolde krig til en fredelig afslutning.",kolde,single_word
9404859,"Den britiske premierminister, Boris Johnson, udtaler, at han altid har beundret 'det mod og den integritet', Gorbatjov ifølge Johnson udviste, da han bragte den kolde krig til en fredelig afslutning.",altid,single_word
9404859,"Den britiske premierminister, Boris Johnson, udtaler, at han altid har beundret 'det mod og den integritet', Gorbatjov ifølge Johnson udviste, da han bragte den kolde krig til en fredelig afslutning.",bragte,single_word
9404859,"- I en tid med Putins aggressioner i Ukraine er hans utrættelige engagement i forhold til at åbne det sovjetiske samfund fortsat et forbillede for os, udtaler Johnson ifølge Reuters.",åbne,single_word
9404859,- Han spillede en afgørende rolle i forhold til afslutningen af den kolde krig og at bryde Jerntæppet ned.,bryde ned,MultiWordExpression
9404859,- Han spillede en afgørende rolle i forhold til afslutningen af den kolde krig og at bryde Jerntæppet ned.,rolle,single_word
9404859,- Han spillede en afgørende rolle i forhold til afslutningen af den kolde krig og at bryde Jerntæppet ned.,kolde,single_word
9404859,- Han spillede en afgørende rolle i forhold til afslutningen af den kolde krig og at bryde Jerntæppet ned.,Jerntæppet,single_word
9404859,Det banede vej for det frie Europa.,banede vej,MultiWordExpression
9404859,"Vi vil aldrig glemme dette eftermæle, skriver hun på Twitter.",aldrig,single_word
9404859,"Gorbatjovs mere karismatiske natur stod i kontrast til tidligere, mere distancerede sovjetiske ledere, skriver CNN.",stod,single_word
9404859,"Gorbatjovs mere karismatiske natur stod i kontrast til tidligere, mere distancerede sovjetiske ledere, skriver CNN.",natur,single_word
9404859,"Gorbatjovs mere karismatiske natur stod i kontrast til tidligere, mere distancerede sovjetiske ledere, skriver CNN.",distancerede,single_word
9064323,Ekspert: Sådan går det din pension i 2022,går,single_word
9064323,"2021 har budt på høje investeringsafkast, og det gælder naturligvis også for danskernes pensionsopsparinger.",høje,single_word
9064323,"- Det er svært at give et entydigt svar, fordi det er meget forskelligt, hvilken risikoprofil man har, og hvor lang tid der er, til man skal på pension.",lang,single_word
9064323,"- Det er svært at give et entydigt svar, fordi det er meget forskelligt, hvilken risikoprofil man har, og hvor lang tid der er, til man skal på pension.",give,single_word
9064323,"- Det er svært at give et entydigt svar, fordi det er meget forskelligt, hvilken risikoprofil man har, og hvor lang tid der er, til man skal på pension.",profil,single_word
9064323,"- Og det er jo ting, der er med til at afgøre, hvor stor en andel af ens portefølje, der udgøres af aktier, siger direktør i PFA Asset Management Rasmus Bessing.",ting,single_word
9064323,"Han opstiller et eksempel: - Hvis man tager udgangspunkt i 2021 og kigger på en person, der havde en opsparing på 500.",kigger,single_word
9064323,"000 ved begyndelsen af året samt en lang tidshorisont og den højest mulige risikovillighed, så ville kunden have fået et afkast på over 20 procent - eller 100.",lang,single_word
9064323,"000 ved begyndelsen af året samt en lang tidshorisont og den højest mulige risikovillighed, så ville kunden have fået et afkast på over 20 procent - eller 100.",højest,single_word
9064323,"'Vi er fortrøstningsfulde' Rasmus Bessing understreger, at man hos PFA dog ikke forventer lige så store afkast i år.",understreger,single_word
9064323,"'Vi er fortrøstningsfulde' Rasmus Bessing understreger, at man hos PFA dog ikke forventer lige så store afkast i år.",store,single_word
9064323,"- Vi forudser afkast på omkring fem til ti procent i 2022, men så afhænger det jo som sagt af, hvordan fordelingen mellem aktier og obligationer er, og hvilken risikoprofil man har.",profil,single_word
9064323,"- Men som pensionsopsparer er fordelen jo, at man har spredt sin investering over forskellige sektorer, verdensdele og aktietyper, hvilket gør, at vi er fortrøstningsfulde, selvom der er usikkerhedsfaktorer som for eksempel corona.",spredt,single_word
9064323,"Ekstra Bladet har spurgt en topinvestor, hvordan man skal reagere, når markedet dykker.",dykker,single_word
9368610,"Det oplyser Sydsjællands og Lolland-Falsters Politi om hændelsen natten til søndag, hvor to biler stødte sammen.",oplyser,single_word
9368610,Søndag formiddag kan politiets vagtchef ikke udtale sig nærmere om forløbet op til sammenstødet.,nærmere,single_word
9523277,Det oplyste Fyns Politi på Twitter.,oplyste,single_word
