doc_id,tagged_word,Sentence,tag,type
9471224,bagud,"Australien lavede nemlig flere fejl i de afsluttende minutter, og med heftig dansk opbakning fra tilskuerpladserne skrumpede australiernes føring, så Danmark pludselig kun var bagud med én.",MTP,single_word
9404859,banede vej,Det banede vej for det frie Europa.,MTP,ContiguousMWE
9268656,banende vejen,Møderne og middagen i oktober banende vejen for en særlig frokost sent i november samme i år i Elysees-palæet i Paris.,MTP,ContiguousMWE
9166397,banker,Holger Rune banker amerikaner og sikrer plads i Indian Wells,MTP,single_word
9231225,barbere,"Det lykkedes nemlig aldrig for alvor at komme i gang med at barbere Viborgs forspring ned, og derfor mistede kampen en smule nerve i slutfasen.",MTP,single_word
9133702,bed tænderne sammen,"Men jeg bed tænderne sammen, og sagde til mig selv, at det skal være løgn, at jeg skal udgå igen, siger han.",MTP,ContiguousMWE
9154369,begrænser,Putin begrænser exit af udenlandske valutaer fra Rusland,MTP,single_word
9529149,bekæmpelsen,Demonstranter er gået på gaden i flere forskellige byer mod Kinas nultolerancepolitik i bekæmpelsen af smitte med coronavirus.,MTP,single_word
9039670,belastning,"- Michael Dyrby har været en belastning for B.T. det seneste stykke tid, og det er helt åbentlyst, fortæller Rasmus Skat Andersen til Journalisten.",MTP,single_word
9039670,belastning,Tillidsrepræsentant: Dyrby var en belastning,MTP,single_word
9039670,belastning,"B.T.s tillidsrepræsentant Rasmus Skat Andersen fortæller til Journalisten, at Dyrby helt åbenlyst har været en belastning",MTP,single_word
9257030,berusende,"Kvintetten har fået stærke sange nok til at sammensætte en berusende sætliste, og for en stund afløser The Minds of 99 alkohol som Smukfests hovednavn.",MTP,single_word
9332888,berørt,"Op mod 30.000 bliver dagligt berørt at pilotstrejken, som siden mandag har været en realitet.",MTP,single_word
9438171,berørt,Sådan siger en tydeligt berørt Olivia Bak-Christensen i torsdag aftens program.,MTP,single_word
9119988,besatte,"Pernille Harder er blandt de 23 spillere, der skal repræsentere Danmark ved den stærkt besatte Algarve Cup",MTP,single_word
9183086,beskedtråden,"Kl. 17.55 - et lille kvarter før skyderiet - skrev det ene offer ’er ved Meny nu, bror’ i beskedtråden.",MTP,single_word
9183086,beskedtråden,"Af beskedtråden lød det, hvordan man både 15. og 16. november forsøgte at indgå en aftale med ofrene om at komme til Kalundborg.",MTP,single_word
9119988,betragtning,De er dog stadig i betragtning til sommerens EM-slutrunde.,MTP,single_word
9119988,betragtning,"- Vi har en trup på måske i alt 30 markspillere, som for alvor er i betragtning til EM, men vi følger selvfølgelig med i, om andre spillere udvikler sig.",MTP,single_word
9128946,bevæbnet,"Musikerne var ikke bevæbnet med våben, men med horn.",MTP,single_word
9040534,bevægende,"Det var bevægende at modtage prisen, fortæller Susanne Bier lørdag aften, kort efter hun har modtaget den.",MTP,single_word
9231225,bid,"I Viborg var falstringerne mødt op med stort gåpåmod, og i begyndelsen af opgøret så der ud til at være mest bid i gæsternes spil.",MTP,single_word
9532671,billeder,"I seneste afsnit - der er optaget i sommervarmen - fortalte Thaila Pitzner, at kæresten, som hun flyttede ind i lejligheden sammen med, var ude af billeder.",MTP,single_word
9083738,billedet,Billedet var stort set uændret efter sidebyttet.,MTP,single_word
9083738,blindgyde,"Jack Grealish fik første halvlegs bedste tilbud, da gæsternes Mateo Kovacic løb i en blindgyde og i panik sendte bolden lige i fødderne på den engelske landsholdsspiller.",MTP,single_word
9090115,blokerer,Republikanerne blokerer for Demokraternes valgreform i USA,MTP,single_word
9214940,blottet,"For selvom jeg føler mig såret og blottet, så vil jeg altid have et særligt bånd til Oliver.",MTP,single_word
9438171,bombe,Smider bombe på tv: - Jeg er selv lidt i chok,MTP,single_word
9438171,bombe,"Det var på mange måde modsætninger, der mødtes, da Olivia Bak-Christensen blev smedet sammen med Patrick Kim Jensen i 'Gift ved første blik', og efter fire dage som ægtefolk smider hun noget af en bombe i det populære DR-program.",MTP,single_word
9398525,bomber,Dermed slipper FCM-cheftræner Albert Capellas og midtjyderne for den 19-årige danske bomber.,MTP,single_word
9417113,bomber,Men alderen ser ikke ligefrem ud til at trykke den polske bomber.,MTP,single_word
9264442,bomberen,"SønderjyskE-bomberen Emil Berggreen har en frikøbsklausul i sin aftale med nedrykkerne, som betyder, at AGF kan hente ham for omkring en mio. kr.",MTP,single_word
9264442,bombertype,"Dermed får klubben en bombertype, der kan afløse Patrick Mortensen, men samtidig også kan være en del af en duo med en hurtig type som Frederik Ihler eller Dawid Kurminowski.",MTP,single_word
9125228,brag,"Det endte han dog med at gøre, og så kørte han et brag af et styrtløb og kom overraskende godt ned over slalompisten.",MTP,single_word
9125228,brag,I januar kørte han et brag af en slalomkonkurrence i Adelboden og vandt sit første World Cup-løb nogensinde.,MTP,single_word
9417113,bragte,"Med tre så store hold i gruppen er forventningen, at Plzen bliver prygelknabe i turneringens gruppe C. Tjekkerne formåede da også kun at holde stand i 13 minutter, før en anden nyerhvervelse, Franck Kessie, bragte Barcelona på 1-0.",MTP,single_word
9404859,bragte,"Den britiske premierminister, Boris Johnson, udtaler, at han altid har beundret 'det mod og den integritet', Gorbatjov ifølge Johnson udviste, da han bragte den kolde krig til en fredelig afslutning.",MTP,single_word
9529149,bredte sig,Protesterne bredte sig i løbet af søndag til mange byer.,MTP,ContiguousMWE
9090115,bremses,"En filibuster i Senatet bremses, når mindst 60 senatorer stemmer for et givent forslag.",MTP,single_word
9344447,bremset,"Men efter hun havde tabt 20 kilo, blev hun midlertidigt bremset i sit vægttab af de lykkelige omstændigheder, at hun blev gravid.",MTP,single_word
9214940,brud,"Parret har en lille søn, Mio, sammen, og derfor forklarede Anna Seneca også i forbindelse med bruddet, at de bevidst var gået stille med dørene om deres brud, som havde været undervejs i noget tid, efter Oliver Erngart havde indrømmet, at han havde været Anna Seneca utro.",MTP,single_word
9214940,bruddet,"Parret har en lille søn, Mio, sammen, og derfor forklarede Anna Seneca også i forbindelse med bruddet, at de bevidst var gået stille med dørene om deres brud, som havde været undervejs i noget tid, efter Oliver Erngart havde indrømmet, at han havde været Anna Seneca utro.",MTP,single_word
9404859,bryde ned,- Han spillede en afgørende rolle i forhold til afslutningen af den kolde krig og at bryde Jerntæppet ned.,MTP,NonContiguousMWE
9344447,bryde op,"Så jeg arbejder stadig med mig selv på det punkt, med at spise sundt konsekvent, fortæller hun og fortsætter: - Det er nemmere bare at fortsætte i rutinen end at bryde den op for efterfølgende at skulle finde tilbage til den.",MTP,NonContiguousMWE
9098140,bryder,"- Vi har forpligtelse til at handle og sanktionere, når man bryder den kollektive landsholdsaftale, siger direktør i Badminton Danmark Bo Jensen.",MTP,single_word
9296130,brænde broer,"- Rejserestriktionerne til Rusland er en praktisk måde at aflyse på uden at brænde broer til Kreml, siger Chris Weafer, administrerende direktør i det russiske selskab Macro-Advisory Ltd., til Dagbladet.",MTP,ContiguousMWE
9344447,brænder,"Jeg brænder for, at bodybuilding skal blive ved med at være en del af mit liv, fortæller hun og fortsætter: - Det er fedt, fordi man lærer sig selv at kende, og man bliver disciplineret, og jeg kan godt lide at presse mig selv og give alt, hvad jeg har, hver gang jeg træner.",MTP,single_word
9039670,brød,"Tirsdag brød den nu tidligere chefredaktør Michael Dyrby sin tavshed , efter han havde holdt sig skjult i kølvandet på dokumentaren om sexisme på TV 2.",MTP,single_word
9344447,brød ud,"Joan Larsen nåede lige at finde den gode rutine, da der igen blev vendt op og ned på hverdagen, da coronapandemien brød ud.",MTP,ContiguousMWE
9119988,budt på,"For mens store dele af de seneste kvalifikationsturneringer har budt på halvblød modstand, skal Danmark møde mindst to stærke modstandere i Algarve.",MTP,ContiguousMWE
9126957,budt på,"Gatlin kan se tilbage på en lang karriere, der har budt på store triumfer, men også nedture og en status som dopingsynder.",MTP,ContiguousMWE
9422718,bund,Formel 1 2022 - top (Italien) Formel 1 2022 - bund (Italien) Formel 1 2022 - Jasons karakterer - Haas og Kevin (Italien),MTP,single_word
9214940,bånd,"For selvom jeg føler mig såret og blottet, så vil jeg altid have et særligt bånd til Oliver.",MTP,single_word
9245252,bød på,"Inden spurten til slut bød etapen på en flad rute på 201 kilometer, som blandt andet strakte sig langs Balatonsøen - en af Ungarns turistattraktioner.",MTP,NonContiguousMWE
9362377,bøn,"Akademiet påpeger, at katten blev domesticeret i Mellemøsten for omtrent 10.000 år siden og dermed teknisk set ikke hører hjemme i Europa Akademiet har dog meldt ud, at de på ingen måde opfordrer til mishandling eller masseaflivning af katte - klassificeringen er blot en bøn om, at man lukker sin kat lidt mindre ud under fugleungesæsonen, lyder det.",MTP,single_word
9183086,central,Men ifølge Ekstra Bladets oplysninger kan en kidnapning spille en central rolle.,MTP,single_word
9268656,central,"En af historiens bedste fodboldspillere, franske Michel Platini, spillede en langt mere central rolle end hidtil antaget, da Qatar i 2010 sikrede sig det omdiskuterede VM, som finder sted senere i år.",MTP,single_word
9268656,central,"AFSLØRING: Nye dokumenter afdækker, at den fallerede franske stjerne spillede en helt central rolle, da VM 2022 skulle placeres",MTP,single_word
9268656,centrale,"Her kan du høre om den helt centrale rolle, Michel Platini spillede, da Qatar fik VM.",MTP,single_word
9280497,coronaramt,"Det har ifølge Berlingske givet pote, at Hummel i 2021 skruede op for investeringer efter et coronaramt 2020",MTP,single_word
9264531,cuttet,"Nicolai Højgaard var som eneste dansker på deltagerlisten i PGA Championship, men efter to sløje runder klarede han ikke cuttet fredag.",MTP,single_word
9264531,cuttet,"27-årige Mito Pereira har kun deltaget i en major en gang tidligere i 2019, hvor han dog ikke klarede cuttet ved US Open.",MTP,single_word
9074978,dannede,"Det var først lørdag, at Djokovics advokater fortalte, at en positiv coronatest fra den 16. december dannede grundlaget for verdensetterens dispensation.",MTP,single_word
9532671,den lange bane,"Thalia er gået fra sin kæreste, det har sat bondegårdsplanen i bero Thalia Pitzner har dog ikke lagt skjule på, at en lejlighed i byen ikke var drømmen for hende på den lange bane.",MTP,ContiguousMWE
9210153,deponeret,"- Vi har budt en million kroner, og her er det et indbygget krav, at de penge bliver deponeret på en konto.",MTP,single_word
9532671,diamantdronningens,"Diamantdronningens ældste datter købte den 118 kvadratmeter store lejlighed i maj måned sidste år til 5.400.000 kroner, og nu skal hun altså videre.",MTP,single_word
9230440,direkte,"Også 29. marts var præsidenten direkte igennem til Danmark med en tale, der blev vist på tv på Christiansborg.",MTP,single_word
9230440,direkte,"Når Zelenskyj taler til danskerne 4. maj, vil det ikke være første gang, han taler direkte til Danmark.",MTP,single_word
9083738,direkte kurs,Manchester City ligner et hold på direkte kurs mod det engelske mesterskab.,MTP,CHUNK
9189461,distancere,"Men som Christian Eriksen helt sikkert gerne bare vil distancere, så vi igen taler om hans fodboldspil og ikke hans fem minutters dødsfald.",MTP,single_word
9404859,distancerede,"Gorbatjovs mere karismatiske natur stod i kontrast til tidligere, mere distancerede sovjetiske ledere, skriver CNN.",MTP,single_word
9126957,dopingfælden,"I 2006, da han var verdens hurtigste mand, røg han atter i dopingfælden.",MTP,single_word
9126957,dopingsynder,"Gatlin kan se tilbage på en lang karriere, der har budt på store triumfer, men også nedture og en status som dopingsynder.",MTP,single_word
9417113,dramatisk,Forinden havde den danske landsholdsspiller Andreas Christensen været involveret i en dramatisk episode.,MTP,single_word
9471224,dramatiske,Men de australske spillere holdt hovederne kolde i den dramatiske afslutning og kørte sejren i hus.,MTP,single_word
9245252,drejebogen,Men tre italienske ryttere gik i udbrud og forsøgte længe at lave om på drejebogen.,MTP,single_word
9344447,drejede sig om,"- Det drejede sig simpelthen om marabou-chokolade, arbejdet på grillbaren, is, junk og dovenskab.",MTP,NonContiguousMWE
9205478,drejer sig om,"De to unge drenge er begge sigtet efter paragraf 114c, der drejer sig om at lade sig hverve eller at hverve en eller flere personer til at begå eller fremme terrorhandlinger.",MTP,ContiguousMWE
9448683,drejer sig om,"De mulige forbrydelser drejer sig om potentiel overtrædelse af spionage-lovgivningen, hindring af rettens gang og ulovlig håndtering af regeringens dokumenter.",MTP,ContiguousMWE
9362377,drevet,"Måske er det derfor, at klassificering nummer 1.787 i det polske register over invasive arter har vakt røre Det Polske Akademi for Videnskab, der er drevet af den polske stat, har nemlig klassificeret den almindelige tamkat ( Felis catus ) som en fremmed, invasiv art.",MTP,single_word
9471224,driftssikre,"Tre minutter før pausen lavede de driftssikre australiere en sjælden fejl, og så slog Danmark til og kom foran 24-23.",MTP,single_word
9109649,driver,"Intet svar fra ministeriet Hun bliver suppleret af Mishti Dixit danske stedfar, Lars Friis, der driver egen virksomhed og er direktør.",MTP,single_word
9448683,droppet,"Fordi Det Republikanske Parti for længst har droppet ideen om lov og orden og i langt højere grad bruger fortællingen om den dybe stat, som er efter Donald Trump.",MTP,single_word
9098140,drænet,- Jeg var fuldstændig drænet for energi fysisk og mentalt.,MTP,single_word
9532671,drømmen,"Thalia er gået fra sin kæreste, det har sat bondegårdsplanen i bero Thalia Pitzner har dog ikke lagt skjule på, at en lejlighed i byen ikke var drømmen for hende på den lange bane.",MTP,single_word
9532671,drømmen,"Om det stadig er drømmen, når lejligheden er solgt, vil Thalia Pitzner ikke fortælle til Ekstra Bladet.",MTP,single_word
9344447,drømmer,"Alligevel har Joan, der er mor til to, nået sit mål, og nu drømmer hun om at blive professionel bodybuilder",MTP,single_word
9532671,drømmer,"Den hesteglade ridepige drømmer om en gård på landet, hvor hun kan have sin heste hos sig.",MTP,single_word
9532265,duel,"En af de nye, Marcus Rashford, misbrugte i første halvleg Englands hidtil største chance efter en duel med keeper Danny Ward, men efter 50 minutter tog han revanche.",MTP,single_word
9092280,dumpede,"Og det var så svært for hans celebre ekskæreste, den amerikanske mediepersonlighed Martha Stewart, at skelne mellem fiktionen og virkelighedens verden, at hun dumpede ham, dengang de datede i 90'erne.",MTP,single_word
9448683,dybe,"Fordi Det Republikanske Parti for længst har droppet ideen om lov og orden og i langt højere grad bruger fortællingen om den dybe stat, som er efter Donald Trump.",MTP,single_word
9404859,dybeste,"Den russiske præsident, Vladimir Putin, udtrykker sine dybeste kondolencer oven på tidligere leder af Sovjetunionen Mikhail Gorbatjovs død.",MTP,single_word
9086724,dybt,"Men tyve minutter inde i anden halvleg udlignede colombianske Kevin Agudelo, og dybt inde i overtiden sikrede angriberen Emmanuel Gyasi udeholdet alle tre point, efter at Provedel netop havde haft et par store redninger på forsøg fra Zlatan Ibrahimovic i den anden ende.",MTP,single_word
9090115,dybt,"Han er også dybt skuffet over, at Senatet har undladt et fremme valgreformen.",MTP,single_word
9109649,dybt,"Vennerne er i chok, og hovedpersonen selv, Mishti Dixit, er dybt ulykkelig.",MTP,single_word
9064323,dykker,"Ekstra Bladet har spurgt en topinvestor, hvordan man skal reagere, når markedet dykker.",MTP,single_word
9417113,dynamitpulje,"De tyske mestre fik altså sammen med Barcelona en god start på det, der må betegnes som lidt af en dynamitpulje.",MTP,single_word
9347340,dyne,"Det er også den varme, som har lagt sig som en dyne over løbet.",MTP,single_word
9310134,dække ind,"Vi tænkte, at vi kunne få en til at dække ind, men i morges klokken syv blev vi så ringet op og fik at vide, at der var en til, der var syg, og så var der ikke noget at gøre, siger han og fortæller, at der i alt er tre, der er tilknyttet revyen, der er smittet med corona.",MTP,CHUNK
9316321,dækker,"Omsætningen dækker dermed langtfra lønudbetalingen til selskabets eneste medarbejder, og tallene på bundlinjen ender i rødt med et samlet underskud på 521.203 kroner, hvilket er en anelse mindre end i 2020.",MTP,single_word
9183086,dækket,"Skriveren var dækket af et profilnavn, der kaldte sig jons55.",MTP,single_word
9183086,dækket,Retsbygningen i Herfølge var dækket af et større politi-opbud.,MTP,single_word
9048255,dækning,"Den iranske delegation blev også et samtaleemne tidligere under slutrunden, da et af holdets pressemøder blev afbrudt, kort efter at en journalist havde stillet et kritisk spørgsmål til hjemlandets dækning af turneringen.",MTP,single_word
9130831,efter,"Året efter blev den kåret til Årets Bil i Europa, og i 2019 fik modellen et større facelift, hvor der blandt andet blev introduceret nye assistent- og infotainmentsystemer, mens de nuværende udgaver af dieselmotorerne også blev placeret under kølerhjelmen på Passat'en.",MTP,single_word
9264531,efterlod,"Det efterlod amerikaneren i samlet 12 slag over par på en delt sidsteplads blandt de tilbageværende spillere i turneringen, og efterfølgende har Woods besluttet at trække sig.",MTP,single_word
9264442,efterlyst,En oprydder er efterlyst på den centrale midtbane.,MTP,single_word
9128946,efterspillet,"Ovenstående forklarer forfatter og journalist Jesper Gaardskjær, der har skrevet bogen 'Bornholm besat', der omhandler efterspillet efter befrielsen.",MTP,single_word
9344447,eksploderede,"Og så eksploderede vægten, da jeg startede på en videregående uddannelse, samtidig med at jeg arbejdede på en grillbar, fortæller Joan Larsen.",MTP,single_word
9347340,eksploderet,"Der ville jeg tidligere være eksploderet, men i stedet blev jeg nummer tre på første etape, påpeger Kron.",MTP,single_word
9193502,en hjælpende hånd,"Toke Terkelsen har oplevet, at mange har set sig sure på ham, fordi han har valgt at hjælpe russere frem for udelukkende at give en hjælpende hånd til de krigsramte ukrainere.",MTP,ContiguousMWE
9347340,ende,På søndag i Paris er der udsigt til en temperatur i den høje ende af 30'erne.,MTP,single_word
9448683,ende,Selvom han skulle ende med at blive sigtet.,MTP,single_word
9086724,ende,"Milan havde egentligt rigeligt med chancer til at vinde sit opgør mod Spezia fra den tunge ende af Serie A, men gæsternes målmand Ivan Provedel leverede en pragtindsats.",MTP,single_word
9083738,ende,Manchester Citys sejrsstime i Premier League vil tilsyneladende ingen ende tage.,MTP,single_word
9165073,ende,... og de levede lykkeligt til deres dages ende.,MTP,single_word
9165073,enderne,- På lang sigt kunne vi ikke få enderne til at mødes.,MTP,single_word
9133702,energien,"- Det gjorde den måske lidt i første gennemløb, da jeg var presset på energien til sidst.",MTP,single_word
9189461,energiforladte,I 45 minutter hang Hjulmands energiforladte og tamme taktiske oplæg og koncept som en slatten boksebold i den ene ende af Amsterdam Arena.,MTP,single_word
9448683,enkelt,"Men så enkelt er det ikke, forklarer Niels Bjerre Poulsen: - Nogle iagttagere mener, at det rent faktisk gavner ham.",MTP,single_word
9323469,enorm,"Der er enorm interesse for Anders Dreyer, der meget snart skal beslutte, hvor fremtiden skal foregå",MTP,single_word
9323469,enorm,Ifølge Ekstra Bladet oplysninger er der lige nu enorm interesse for 24-årige Anders Dreyer.,MTP,single_word
9323469,enorm,"For interessen for det stærke offensive kort er enorm her, hvor han kvit og frit kan finde en klub for den kommende sæson, efter FIFA, det internationale fodboldforbund, har besluttet, at spillere i både Ukraine og Rusland kan suspendere deres kontrakter for den kommende sæson.",MTP,single_word
9448683,enorme,Donald Trump er i enorme juridiske problemer.,MTP,single_word
9105696,entré,Artiklen fortsætter efter videoen ... EM i håndbold: Jan Jensen sætter ord på Gidsel og hans entré på den internationale håndboldscene.,MTP,single_word
9419146,eventyr,Målet var et eventyr fra distancen.,MTP,single_word
9165073,eventyr,"Sådan lyder de fortryllende ord i eventyr, men desværre har ikke alle eventyr en lykkelig slutning.",MTP,single_word
9405240,faldende,Faldende huspriser og en faldende vækst i dansk økonomi lægger Troels Lund Poulsen blandt andet mærke til.,MTP,single_word
9405240,faldende,Faldende huspriser og en faldende vækst i dansk økonomi lægger Troels Lund Poulsen blandt andet mærke til.,MTP,single_word
9362377,faldende,"Beslutningen har dog ført til heftig kritik fra katteelskere i hele landet, der mener, at den faldende biodiversitet på ingen måde alene skyldes vores pelsede, spindende kompagnoner.",MTP,single_word
9265976,falder,"Hovedpersonen selv kan da heller ikke helt undgå at smile, når snakken falder på hans fremtid.",MTP,single_word
9090115,falder,Og så falder reformen.,MTP,single_word
9536130,faldet i god jord,"En norsk milliardær har stillet en replika af statuen 'Frygtløs pige' med en hijab i hånden hen foran den iranske ambassade i Oslo, en handling der ikke er faldet i god iransk jord",MTP,NonContiguousMWE
9511812,faldt fra hinanden,"Samtidig var danskerne tøvende, og efterhånden var det som om, at Heroic faldt fra hinanden.",MTP,ContiguousMWE
9189461,faldt igennem,Især når flere af de nye faldt igennem.,MTP,ContiguousMWE
9335044,faldt som fluer,De hollandske spillere faldt som fluer i deres første EM-kamp mod Sverige,MTP,ContiguousMWE
9057768,fandt,"Ved retsmødets afslutning fandt dommeren dog, at der var begrundet mistanke, og den 36-årige blev varetægtsfængslet i foreløbigt fire uger.",MTP,single_word
9374049,fandt sted,Angrebet fandt sted søndag i Tessit.,MTP,ContiguousMWE
9182666,fandt sted,"3  procent fandt sted i forbindelse med nedstigning før landing, 28 procent lige før landing og 26 procent under landingen.",MTP,ContiguousMWE
9182666,fandt sted,"Den forrige dødelige ulykke i Kina med et passagerfly fandt ifølge Reuters sted i 2010, da et fly med 96 personer om bord styrtede i dårlig sigtbarhed.",MTP,NonContiguousMWE
9249028,fandt sted,"Bortførelserne fandt sted i Haiti, og alle gidslerne endte med at blive frigivet.",MTP,ContiguousMWE
9417113,farlige,"Bolden slap sjældent Barcelona-spillernes fødder, men når den gjorde, lurede Plzen på farlige omstillinger.",MTP,single_word
9532265,farligst,"Mod Iran omsatte England sit overtag til en underholdende 6-2-sejr, mens det kneb gevaldigt med overhovedet at skabe chancer mod USA i et målløst opgør, hvor amerikanerne var farligst.",MTP,single_word
9243597,fast,"Det har været en speget sag, fordi den britiske regering er fast indstillet på, at ingen af pengene fra salget af klubben skal ende i den nuværende ejers lommer.",MTP,single_word
9307123,fast,Derimod var han - når han ikke var skadet - fast inventar i Polens trup i VM-kvalifikationsturneringen.,MTP,single_word
9448683,fastholde,"- Efterforskningerne og eventuelle sigtelser vil kunne fastholde Donald Trumps offer-fortælling, forklarer Niels Bjerre-Poulsen, lektor ved Center for Amerikanske Studier på SDU.",MTP,single_word
9086724,fastholder,"Resultaterne betyder, at Inter fastholder førstepladsen i Serie A med sine 50 point for 21 kampe.",MTP,single_word
9344447,fedt,"Jeg brænder for, at bodybuilding skal blive ved med at være en del af mit liv, fortæller hun og fortsætter: - Det er fedt, fordi man lærer sig selv at kende, og man bliver disciplineret, og jeg kan godt lide at presse mig selv og give alt, hvad jeg har, hver gang jeg træner.",MTP,single_word
9189488,fedt,"- Det var da fedt, og jeg er glad for, at det er forløbet så godt, sagde han om at vende retur til landsholdet og gøre comeback, selvom returneringen til landsholdslejren blev udsat nogle dage grundet en positiv coronatest.",MTP,single_word
9264531,feltet,"Pereira, der fredag klarede sig næstbedst af alle i feltet, fortsatte de fine takter lørdag med en runde i et slag under par.",MTP,single_word
9086724,festen,"Topscorer Dusan Vlahovic tillod sig endda at brænde et straffespark, men bidrog senere til festen med en enkelt pind.",MTP,single_word
9419146,fik,"I det første møde mellem klubberne i Europa League-gruppespillet fik Bodø/Glimt 1-1 med hjem til Norge, og det kom efter en scoring fra den danske midtbanespiller Albert Grønbæk, som klubben købte i AGF for nogle uger siden.",MTP,single_word
9083738,fik,"Jack Grealish fik første halvlegs bedste tilbud, da gæsternes Mateo Kovacic løb i en blindgyde og i panik sendte bolden lige i fødderne på den engelske landsholdsspiller.",MTP,single_word
9532265,fik,Marcus Rashford fik chancen fra start og markerede sig med to scoringer.,MTP,single_word
9086724,fik,"Abdoulay Konko vikarer på sidelinjen, men fik altså ikke ligefrem nogen drømmedebut.",MTP,single_word
9083738,fik ud af,"Heller ikke nærmeste forfølger i tabellen, Chelsea, fik noget ud af mødet med Pep Guardiolas velsmurte fodboldmaskine og har nu et hul på 13 point op til førstepladsen.",MTP,NonContiguousMWE
9471224,finde frem,"Danmark skulle nu finde noget ekstraordinært frem for at holde sig inde i kampen, og derfor blev der satset.",MTP,NonContiguousMWE
9230440,finder sted,"I Aarhus finder arrangementet sted på Bispetorvet, og i København bliver det på Rådhuspladsen.",MTP,NonContiguousMWE
9268656,finder sted,"En af historiens bedste fodboldspillere, franske Michel Platini, spillede en langt mere central rolle end hidtil antaget, da Qatar i 2010 sikrede sig det omdiskuterede VM, som finder sted senere i år.",MTP,ContiguousMWE
